dep_amt ,dep_days_greater100e,wth_amt ,wth_days_greatter100e,stake_amt,stake_days_greater500e,paid_bonus,no_bets,abs_ggr_days_greater200e,no_logins,vip
42,0,63,0,401,0,0,34,0,38,not VIP
194,0,533,2,3979,5,96,2310,0,119,not VIP
128,0,0,0,516,0,0,862,0,23,not VIP
12,0,0,0,37,0,0,40,0,1,not VIP
122,1,0,0,122,0,0,1,0,4,not VIP
76,0,12,0,164,0,0,600,0,82,not VIP
108,1,0,0,388,0,0,8,0,16,not VIP
23,0,0,0,253,0,0,713,0,14,not VIP
381,2,68,0,672,0,0,157,0,58,not VIP
58,0,0,0,299,0,0,189,0,37,not VIP
2579,4,0,0,7389,4,0,92,3,26,VIP
47,0,0,0,101,0,0,54,0,17,not VIP
60,0,0,0,312,0,0,253,0,8,not VIP
269,0,374,2,646,0,0,114,0,38,not VIP
175,0,0,0,3444,1,0,218,0,42,not VIP
1278,4,1196,3,10357,4,0,454,3,72,not VIP
628,2,0,0,3604,2,0,144,0,48,VIP
23,0,0,0,461,0,0,118,0,49,not VIP
17,0,18,0,1456,1,0,400,0,58,not VIP
43,0,0,0,70,0,0,43,0,17,not VIP
64,0,0,0,210,0,0,965,0,3,not VIP
2066,1,0,0,2992,1,0,12,1,5,not VIP
111,0,0,0,297,0,0,36,0,63,not VIP
9626,7,6296,2,111170,11,0,536,11,203,VIP
117,1,115,1,647,0,280,703,0,13,not VIP
56,0,0,0,55,0,0,4,0,12,not VIP
19,0,0,0,75,0,0,97,0,4,not VIP
117,1,0,0,420,0,0,21,0,21,not VIP
117,1,117,1,1285,1,0,1079,0,3,not VIP
47,0,0,0,266,0,7,46,0,10,not VIP
35,0,0,0,226,0,0,17,0,65,not VIP
111,1,668,2,809,0,449,25,0,23,not VIP
23,0,0,0,94,0,0,88,0,39,not VIP
275,1,696,3,6527,6,468,14377,1,64,not VIP
82,0,0,0,397,0,3,382,0,57,not VIP
12,0,0,0,230,0,134,41,0,25,not VIP
331,1,0,0,1926,2,0,76,0,35,not VIP
27,0,23,0,65,0,0,25,0,14,not VIP
570,3,579,1,4780,4,163,332,2,28,not VIP
1272,1,0,0,1433,1,0,18,1,12,not VIP
58,0,115,1,81,0,323,13,0,15,not VIP
105,0,70,0,887,1,0,167,0,18,not VIP
152,1,0,0,802,1,0,1177,0,6,not VIP
117,1,0,0,117,0,0,1,0,2,not VIP
151,0,116,0,1314,0,0,195,0,38,not VIP
99,0,0,0,4704,1,13,724,0,18,not VIP
205,0,0,0,400,0,0,50,0,19,not VIP
812,4,451,3,5571,4,0,14850,0,81,not VIP
113,1,0,0,113,0,0,1,0,2,not VIP
117,1,0,0,298,0,0,3,0,6,not VIP
993,4,408,2,18175,11,1,7827,2,116,not VIP
110,0,0,0,244,0,0,139,0,77,not VIP
238,1,87,0,1796,1,2,7299,0,29,not VIP
51,0,0,0,133,0,0,377,0,109,not VIP
104,0,82,0,2764,2,25,775,0,41,not VIP
9,0,0,0,37,0,0,151,0,182,not VIP
105,1,0,0,410,0,0,43,0,8,not VIP
46,0,0,0,90,0,0,293,0,7,not VIP
117,1,163,1,245,0,0,17,0,22,not VIP
64,0,35,0,726,0,0,170,0,168,not VIP
117,1,0,0,193,0,0,8,0,1,not VIP
128,0,178,1,1527,0,164,514,0,27,not VIP
117,1,800,2,425,0,0,5,1,7,not VIP
18,0,0,0,242,0,0,98,0,1,not VIP
12,0,0,0,60,0,0,425,0,4,not VIP
11,0,0,0,117,0,0,63,0,25,not VIP
46,0,0,0,294,0,0,74,0,5,not VIP
114,1,217,1,114,0,0,2,0,5,not VIP
117,1,0,0,117,0,0,1,0,2,not VIP
1282,7,330,1,5972,6,0,9269,2,53,not VIP
40,0,0,0,255,0,0,12,0,35,not VIP
174,0,58,0,1166,0,0,4980,0,9,not VIP
174,0,0,0,628,0,0,2202,0,14,not VIP
70,0,397,1,928,0,315,166,0,19,not VIP
116,0,0,0,505,0,0,2218,0,20,not VIP
210,1,163,1,4305,1,0,297,0,4,not VIP
117,1,0,0,120,0,3,4,0,4,not VIP
109,0,0,0,280,0,0,162,0,88,not VIP
117,1,349,1,948,0,0,6,2,7,not VIP
291,2,287,1,797,0,0,15,1,15,not VIP
100,0,40,0,388,0,0,125,0,25,not VIP
117,1,422,2,698,1,319,86,0,6,not VIP
203,0,75,0,945,1,82,488,0,39,not VIP
117,1,58,0,158,0,0,3,0,8,not VIP
111,0,0,0,1085,1,3,283,0,21,not VIP
76,0,0,0,535,0,0,651,0,71,not VIP
117,0,56,0,383,0,0,71,0,56,not VIP
17,0,0,0,171,0,0,86,0,22,not VIP
62,0,0,0,373,0,0,38,0,12,not VIP
223,0,727,2,2448,3,0,8748,1,37,not VIP
69,0,133,0,580,0,0,102,0,147,not VIP
117,1,400,1,295,0,136,3,0,8,not VIP
117,1,0,0,117,0,0,1,0,4,not VIP
117,1,0,0,117,0,0,1,0,1,not VIP
122,0,169,0,1852,0,0,454,0,37,not VIP
123,0,336,2,729,0,0,3039,0,21,not VIP
12,0,58,0,103,0,61,718,0,25,not VIP
647,3,800,2,13437,5,90,779,2,30,not VIP
117,1,337,1,488,0,86,6,0,8,not VIP
117,1,668,1,121,0,662,13,0,19,not VIP
63,0,36,0,320,0,16,96,0,16,not VIP
10,0,0,0,0,0,0,1,0,8,not VIP
309,1,280,1,25743,5,0,1602,1,45,not VIP
3878,6,1170,2,68104,7,0,1449,7,98,VIP
105,0,0,0,315,0,0,826,0,6,not VIP
281,1,0,0,422,0,0,362,1,1,not VIP
103,0,0,0,1857,1,11,5366,0,76,not VIP
351,2,0,0,2183,2,0,212,1,69,not VIP
29,0,0,0,47,0,0,133,0,69,not VIP
117,1,0,0,117,0,0,1,0,2,not VIP
12,0,0,0,35,0,0,19,0,30,not VIP
231,0,64,0,3753,3,0,692,0,34,not VIP
149,0,0,0,561,0,0,75,0,33,not VIP
111,0,0,0,111,0,0,7,0,13,not VIP
99,0,0,0,188,0,0,81,0,24,not VIP
772,2,136,2,13717,5,43,930,1,76,VIP
248,0,0,0,4066,4,81,203,0,19,not VIP
47,0,46,0,103,0,0,78,0,5,not VIP
116,1,0,0,116,0,0,1,0,1,not VIP
116,1,0,0,116,0,0,1,0,2,not VIP
12,0,0,0,12,0,0,1,0,10,not VIP
139,0,0,0,572,0,0,102,0,4,not VIP
21,0,0,0,0,0,0,0,0,13,not VIP
1622,2,0,0,48116,2,0,133,2,11,VIP
814,4,348,2,7337,6,2,382,1,66,not VIP
3475,6,16,1,171563,7,0,2256,6,38,VIP
96,0,0,0,888,1,0,166,0,17,not VIP
41,0,39,0,1581,2,0,5586,0,20,not VIP
75,0,0,0,132,0,0,182,0,44,not VIP
362,0,486,3,3737,3,0,17058,1,184,not VIP
11,0,0,0,174,0,0,2640,0,32,VIP
58,0,0,0,58,0,0,1,0,3,not VIP
146,0,46,0,2108,1,0,1441,0,52,not VIP
12,0,0,0,10,0,0,18,0,35,not VIP
405,0,461,2,1811,0,0,1059,0,113,not VIP
47,0,0,0,775,0,0,6092,0,12,not VIP
12,0,0,0,1,0,0,6,0,9,not VIP
58,0,0,0,58,0,0,1,0,1,not VIP
104,0,34,0,383,0,0,163,0,48,not VIP
232,1,0,0,7921,7,0,464,8,74,VIP
101,1,579,1,3628,2,672,102,2,24,not VIP
680,1,323,1,12331,3,0,1182,1,55,not VIP
29,0,0,0,491,0,39,402,0,52,not VIP
105,0,124,0,1021,0,0,402,0,15,not VIP
185,1,0,0,303,0,0,51,0,1,not VIP
682,3,637,1,5171,3,0,220,1,21,not VIP
62,0,63,0,1747,0,43,649,0,70,not VIP
110,0,0,0,975,1,0,119,0,8,not VIP
76,0,0,0,142,0,2,923,0,16,not VIP
23,0,0,0,289,0,0,75,0,10,not VIP
1523,6,1295,5,5020,5,0,802,1,91,not VIP
150,0,144,1,360,0,207,51,0,23,not VIP
82,0,69,0,662,0,0,2093,0,57,not VIP
127,0,116,0,1718,0,65,308,0,40,not VIP
173,1,0,0,424,0,0,603,0,9,not VIP
363,1,58,0,2209,2,1,190,0,30,not VIP
58,0,0,0,531,0,0,2342,0,14,not VIP
546,1,244,1,3563,2,0,5028,1,40,not VIP
24,0,0,0,188,0,0,67,0,235,not VIP
117,0,0,0,1025,1,0,143,0,30,not VIP
69,0,370,1,1913,1,0,472,0,96,not VIP
185,0,173,1,2199,2,158,6985,0,38,not VIP
35,0,23,0,40,0,0,7,0,20,not VIP
58,0,519,2,7891,3,536,2816,2,29,not VIP
118,1,0,0,269,0,0,16,0,18,not VIP
118,1,195,1,317,0,17,54,0,40,not VIP
58,0,0,0,338,0,0,132,0,23,not VIP
185,1,289,1,3577,2,62,147,0,33,not VIP
29,0,0,0,327,0,62,1254,0,7,not VIP
116,1,0,0,116,0,0,1,0,2,not VIP
223,1,0,0,2489,2,0,1081,0,39,not VIP
116,1,0,0,323,0,10,5,0,17,not VIP
51,0,0,0,65,0,0,63,0,35,not VIP
113,1,552,1,467,0,266,21,1,4,not VIP
116,1,0,0,116,0,0,1,0,1,not VIP
10,0,0,0,10,0,0,3,0,4,not VIP
83,0,174,1,1067,0,0,237,0,25,not VIP
116,1,0,0,263,0,0,301,0,1,not VIP
17,0,0,0,33,0,0,23,0,4,not VIP
58,0,230,1,463,0,0,33,0,14,not VIP
26,0,0,0,58,0,0,36,0,35,not VIP
63,0,0,0,758,0,119,238,0,31,not VIP
35,0,0,0,135,0,0,549,0,2,not VIP
39,0,32,0,64,0,0,12,0,42,not VIP
196,0,116,1,2798,2,0,2588,0,34,not VIP
69,0,0,0,175,0,0,115,0,10,not VIP
116,1,0,0,116,0,0,1,0,3,not VIP
64,0,167,1,730,0,0,4885,0,21,not VIP
116,0,0,0,178,0,0,40,0,22,not VIP
17,0,23,0,75,0,0,577,0,9,not VIP
12,0,0,0,26,0,0,22,0,10,not VIP
114,1,0,0,1131,1,0,278,0,4,not VIP
46,0,0,0,476,0,12,180,0,10,not VIP
104,0,527,1,317,0,0,4,1,11,not VIP
116,1,0,0,116,0,505,1,1,2,not VIP
1508,4,514,2,5236,4,0,6499,4,24,not VIP
220,2,359,2,347,0,0,868,0,8,not VIP
116,1,0,0,116,0,0,1,0,1,not VIP
145,1,0,0,262,0,3,33,0,10,not VIP
12,0,0,0,84,0,0,1432,0,13,not VIP
60,0,150,1,1528,1,0,8744,0,45,not VIP
196,0,677,2,3656,1,0,21220,1,70,not VIP
116,1,0,0,2005,1,603,31,3,9,not VIP
552,2,539,4,2279,1,0,4222,0,37,not VIP
1029,6,0,0,3160,3,0,38,2,52,VIP
185,0,149,1,1448,1,12,1290,0,84,not VIP
324,1,0,0,2223,2,0,271,1,12,not VIP
231,1,0,0,1636,1,0,629,0,27,not VIP
46,0,0,0,130,0,0,452,0,7,not VIP
60,0,29,0,257,0,0,6548,0,24,not VIP
51,0,0,0,82,0,0,9,0,20,not VIP
23,0,0,0,192,0,0,639,0,1,VIP
116,1,1737,1,25590,2,2723,352,2,35,not VIP
80,0,230,1,3464,3,162,4410,2,58,not VIP
58,0,0,0,1408,1,0,476,0,30,not VIP
116,1,0,0,130,0,2,8,0,5,not VIP
347,2,1134,2,2749,1,0,27,4,37,not VIP
328,0,105,0,6022,5,0,1056,0,80,not VIP
254,0,0,0,671,0,0,277,0,74,not VIP
197,1,0,0,582,1,0,73,0,6,not VIP
116,1,443,1,200,0,312,8,0,5,not VIP
103,0,0,0,1397,1,0,550,0,24,not VIP
203,1,0,0,1002,1,0,99,1,1,not VIP
519,2,1152,1,2065,2,0,936,2,24,not VIP
1697,4,1729,1,12143,4,512,180,2,43,not VIP
26,0,0,0,411,0,0,472,0,241,not VIP
1843,7,1849,5,20044,9,309,503,7,179,not VIP
23,0,277,1,49,0,286,246,0,15,not VIP
17,0,0,0,52,0,0,384,0,722,not VIP
52,0,0,0,149,0,0,1230,0,28,not VIP
69,0,46,0,486,0,0,114,0,17,not VIP
393,1,186,1,1542,1,0,93,1,68,not VIP
226,0,314,2,5164,4,260,1037,0,137,not VIP
70,0,0,0,567,0,0,97,0,17,not VIP
128,1,0,0,1191,1,16,105,0,9,not VIP
374,2,336,1,931,0,0,1116,1,83,not VIP
6,0,0,0,6,0,0,3,0,2,not VIP
115,1,423,3,115,0,263,5,0,18,not VIP
8,0,0,0,35,0,0,25,0,33,not VIP
219,0,0,0,1184,0,2,7695,0,82,not VIP
334,0,232,1,1112,0,7,176,0,87,not VIP
670,2,0,0,2993,2,65,179,2,30,not VIP
230,0,0,0,1261,1,0,2711,0,74,not VIP
30,0,0,0,143,0,0,557,0,41,not VIP
229,0,0,0,981,0,107,2042,0,129,not VIP
135,0,0,0,917,0,0,9695,0,38,not VIP
59,0,0,0,995,1,0,4127,0,20,not VIP
115,1,376,2,115,0,379,5,0,26,not VIP
121,0,29,0,404,0,0,96,0,25,not VIP
171,1,330,1,193,0,0,333,1,2,not VIP
130,1,208,1,407,0,0,1361,0,19,not VIP
35,0,0,0,35,0,0,2,0,1,not VIP
109,0,145,1,529,0,0,110,0,58,not VIP
35,0,0,0,469,0,8,51,0,38,not VIP
115,1,0,0,115,0,0,1,0,3,not VIP
547,2,0,0,1894,2,13,1055,1,8,not VIP
207,1,288,1,801,0,0,36,0,23,not VIP
115,1,0,0,7710,1,0,16,0,14,not VIP
104,0,185,0,1019,0,0,19148,0,89,not VIP
29,0,0,0,33,0,0,136,0,3,not VIP
127,1,0,0,583,1,0,500,0,4,not VIP
115,0,398,1,3255,2,19,9281,1,72,not VIP
85,0,0,0,205,0,0,444,0,95,not VIP
85,0,0,0,547,0,0,191,0,69,not VIP
196,0,0,0,2716,2,8,400,0,42,not VIP
8,0,0,0,13,0,0,17,0,53,not VIP
173,0,34,0,2997,1,61,4682,0,60,not VIP
115,1,85,0,259,0,23,5,0,6,not VIP
115,1,379,1,120,0,384,38,0,8,not VIP
109,1,295,2,122,0,193,25,0,73,not VIP
23,0,0,0,99,0,0,726,0,3,not VIP
23,0,0,0,261,0,0,250,0,4,not VIP
483,2,1991,5,11653,9,2,419,5,250,not VIP
225,2,172,1,2711,2,0,217,0,34,not VIP
219,1,0,0,2627,1,0,223,0,6,not VIP
17,0,0,0,21,0,0,58,0,11,not VIP
25,0,0,0,40,0,0,26,0,25,not VIP
114,0,459,3,4505,1,0,1264,1,20,not VIP
115,0,0,0,332,0,0,1848,0,5,not VIP
146,0,0,0,1143,2,0,523,0,15,not VIP
144,0,0,0,995,1,0,2631,0,9,not VIP
23,0,183,0,778,0,0,228,0,56,not VIP
64,0,0,0,90,0,0,150,0,38,not VIP
185,0,0,0,335,0,0,37,0,56,not VIP
23,0,0,0,1753,0,0,29378,0,65,not VIP
104,1,0,0,305,0,0,10,0,10,not VIP
346,1,0,0,1101,0,5,157,1,49,not VIP
151,0,0,0,1258,0,0,1067,0,134,not VIP
46,0,0,0,523,0,0,4312,0,31,not VIP
46,0,0,0,118,0,0,46,0,16,not VIP
1036,5,0,0,14304,9,0,6801,1,62,not VIP
115,1,0,0,348,0,0,66,0,11,not VIP
63,0,0,0,248,0,0,359,0,7,not VIP
115,1,0,0,115,0,0,1,0,1,not VIP
125,0,75,0,1046,0,0,352,0,89,not VIP
114,0,382,2,612,0,846,3509,0,59,not VIP
121,0,0,0,568,0,0,2198,0,6,not VIP
112,0,0,0,754,0,0,538,0,23,not VIP
231,0,0,0,880,0,0,145,0,46,not VIP
133,0,0,0,518,0,0,1595,0,5,not VIP
359,1,636,3,5463,4,461,2330,2,56,not VIP
172,1,0,0,432,0,0,94,0,9,not VIP
40,0,0,0,95,0,0,63,0,17,not VIP
156,0,0,0,589,0,23,20,0,7,not VIP
12,0,0,0,151,0,0,61,0,77,not VIP
76,0,37,0,76,0,0,7,0,3,not VIP
53,0,0,0,826,0,0,376,0,78,not VIP
115,0,0,0,2519,1,0,636,0,4,not VIP
112,1,0,0,267,0,0,135,0,6,not VIP
56,0,0,0,547,0,0,1285,0,30,not VIP
93,0,0,0,763,1,0,2511,0,17,not VIP
5282,8,6,1,37871,6,0,324,7,53,VIP
126,0,0,0,2153,1,41,4021,0,40,not VIP
46,0,0,0,133,0,0,124,0,18,not VIP
29,0,0,0,149,0,0,676,0,7,not VIP
83,0,0,0,489,0,0,533,0,23,not VIP
161,1,421,2,2566,1,0,1444,1,18,not VIP
11,0,0,0,15,0,0,9,0,2,not VIP
92,0,0,0,525,0,0,176,0,28,not VIP
841,3,46,0,3623,2,0,164,2,51,not VIP
1769,5,1472,5,17864,7,0,3731,3,74,not VIP
104,0,0,0,4603,1,438,3943,1,23,not VIP
287,1,0,0,2660,2,0,1112,1,34,not VIP
69,0,0,0,94,0,0,3,0,9,not VIP
1045,3,709,5,5710,5,0,9686,1,70,not VIP
114,1,0,0,324,0,0,6,0,9,not VIP
11,0,0,0,6,0,0,9,0,4,not VIP
58,0,0,0,138,0,0,83,0,37,not VIP
34,0,33,0,72,0,0,13,0,4,not VIP
6,0,6,0,5,0,0,33,0,4,not VIP
63,0,0,0,421,0,0,139,0,42,not VIP
894,4,463,1,4466,2,0,3875,4,14,not VIP
195,0,359,1,1756,0,0,153,0,84,not VIP
17,0,0,0,17,0,0,6,0,6,not VIP
109,0,278,1,2926,2,0,409,0,22,not VIP
6000,6,2539,5,123625,11,0,4004,10,64,VIP
81,0,58,0,457,0,0,41,0,16,not VIP
114,1,0,0,326,0,0,5,0,9,not VIP
51,0,34,0,325,0,0,435,0,45,not VIP
11,0,0,0,26,0,0,46,0,11,not VIP
114,1,59,2,228,0,0,12,0,17,not VIP
114,1,174,1,652,0,0,2038,0,6,not VIP
92,0,23,0,706,0,0,309,0,45,not VIP
100,1,0,0,449,0,0,68,0,6,not VIP
119,1,35,0,518,0,0,68,0,16,not VIP
114,1,1155,2,590,0,1222,781,0,8,not VIP
43,0,0,0,74,0,0,51,0,30,not VIP
104,0,58,0,801,0,0,821,0,12,not VIP
68,0,0,0,104,0,0,35,0,186,not VIP
114,1,0,0,1372,1,0,377,0,1,not VIP
345,2,0,0,4121,3,54,7926,0,33,not VIP
171,1,0,0,279,0,0,62,0,1,not VIP
17,0,0,0,103,0,0,116,0,12,not VIP
681,2,1377,3,11105,7,522,15772,3,71,not VIP
67,0,46,0,598,0,0,2193,0,35,not VIP
423,2,231,2,1862,1,77,210,0,52,not VIP
23,0,0,0,219,0,0,1634,0,8,not VIP
153,0,80,0,1670,1,0,349,0,54,not VIP
169,0,23,0,583,0,0,251,0,95,not VIP
42,0,0,0,93,0,0,655,0,24,not VIP
175,1,0,0,496,0,0,36,0,6,not VIP
121,0,81,0,2462,1,116,241,0,70,not VIP
232,2,323,1,1154,1,4,45,0,19,not VIP
10,0,0,0,33,0,0,68,0,112,not VIP
23,0,0,0,91,0,0,135,0,6,not VIP
12,0,0,0,91,0,0,15,0,9,not VIP
29,0,0,0,59,0,0,7,0,11,not VIP
58,0,79,0,226,0,0,37,0,17,not VIP
116,1,2,1,4259,2,17,416,1,39,not VIP
17,0,0,0,145,0,0,506,0,315,not VIP
116,1,114,2,330,0,5,38,0,20,not VIP
12,0,0,0,16,0,0,8,0,39,not VIP
214,1,0,0,603,0,0,22,0,9,not VIP
35,0,0,0,32,0,0,192,0,72,not VIP
29,0,0,0,73,0,0,24,0,7,not VIP
324,1,819,2,3096,1,464,127,0,34,not VIP
156,0,57,0,563,0,10,28,0,43,VIP
161,1,0,0,3182,3,0,10429,0,16,not VIP
12,0,0,0,27,0,0,34,0,47,not VIP
375,1,12,1,43951,4,1103,4484,3,16,not VIP
114,1,0,0,131,0,0,6,0,9,not VIP
52,0,411,3,347,0,334,45,0,54,not VIP
2073,7,353,2,139912,10,58,2218,9,64,VIP
115,1,0,0,1049,1,0,44,0,2,not VIP
153,0,125,1,17933,4,892,647,1,57,not VIP
46,0,127,1,322,0,0,2972,0,13,not VIP
338,1,297,1,1841,0,0,153,0,47,not VIP
173,1,407,1,939,1,428,12,0,16,not VIP
153,1,58,0,3509,2,0,482,0,20,not VIP
40,0,0,0,1535,1,0,15966,0,78,not VIP
12,0,0,0,3,0,0,1,0,8,not VIP
9,0,21,0,70,0,0,421,0,8,not VIP
115,1,0,0,123,0,10,21,0,12,not VIP
111,1,0,0,171,0,0,5,0,14,not VIP
58,0,0,0,375,0,21,27,0,11,not VIP
115,1,69,0,271,0,23,3,0,4,not VIP
81,0,0,0,179,0,0,123,0,14,not VIP
119,0,109,0,1661,1,0,280,0,42,not VIP
34,0,0,0,224,0,0,62,0,39,not VIP
594,1,0,0,7466,5,0,1376,0,63,not VIP
227,1,170,1,6896,3,9,473,0,43,not VIP
12,0,0,0,12,0,0,1,0,3,not VIP
17,0,0,0,622,1,0,138,0,1,not VIP
177,0,0,0,1039,0,0,12402,0,66,not VIP
177,0,161,0,1491,1,0,295,0,23,not VIP
127,0,0,0,1270,1,0,78,0,7,not VIP
965,5,0,0,9150,6,61,650,0,47,not VIP
12,0,35,0,24,0,0,3,0,5,not VIP
35,0,572,2,4991,2,0,7276,2,32,not VIP
195,0,0,0,391,0,0,120,0,40,not VIP
115,1,800,2,1316,0,0,9,2,14,not VIP
138,0,0,0,278,0,0,23,0,7,not VIP
115,1,807,2,4911,1,0,130,1,36,not VIP
260,2,260,2,978,1,0,20,0,99,not VIP
77,0,0,0,161,0,0,200,0,231,not VIP
6,0,0,0,9,0,0,16,0,2,not VIP
312,1,172,1,1621,0,0,2937,0,19,not VIP
173,1,0,0,262,0,0,32,0,14,not VIP
58,0,0,0,81,0,2,253,0,33,not VIP
294,1,936,3,3093,3,0,1140,2,25,not VIP
11,0,0,0,16,0,0,9,0,40,not VIP
20,0,30,0,193,0,0,61,0,3,not VIP
150,1,0,0,250,0,0,550,0,2,not VIP
212,0,0,0,601,0,10,370,0,100,VIP
146,1,0,0,331,0,0,159,0,1,not VIP
97,0,0,0,528,0,4,112,0,55,not VIP
116,1,0,0,405,0,0,3,1,3,not VIP
69,0,0,0,304,0,24,446,0,13,not VIP
12,0,29,0,12,0,0,1,0,4,not VIP
1124,5,318,1,4694,3,0,180,2,43,not VIP
179,0,6,0,621,0,0,97,0,118,not VIP
347,1,1285,2,881,1,0,6,2,6,not VIP
955,3,578,1,31198,3,0,667,3,33,not VIP
113,0,0,0,616,0,0,140,0,15,not VIP
12,0,0,0,12,0,0,1,0,2,not VIP
116,1,0,0,289,0,7,27,0,7,not VIP
58,0,114,1,512,0,212,499,0,12,not VIP
116,1,0,0,241,0,0,141,0,2,not VIP
124,0,0,0,431,0,0,377,0,104,not VIP
41,0,34,0,566,0,0,218,0,73,not VIP
391,0,277,1,4041,3,254,3636,0,226,not VIP
17,0,0,0,13,0,0,19,0,33,not VIP
29,0,116,1,196,0,0,974,0,6,not VIP
1652,5,0,0,20735,5,0,1531,4,18,VIP
34,0,0,0,88,0,0,219,0,103,not VIP
69,0,0,0,77,0,0,430,0,244,not VIP
106,1,0,0,845,1,0,172,0,2,not VIP
29,0,0,0,282,0,3,299,0,14,not VIP
137,1,0,0,407,0,0,327,0,11,not VIP
134,0,0,0,1619,2,0,1484,0,10,not VIP
116,1,0,0,117,0,1,53,0,15,not VIP
107,0,32,0,594,0,0,2285,0,26,not VIP
741,3,683,4,2143,1,12,503,3,140,not VIP
144,0,0,0,881,0,28,350,0,62,not VIP
29,0,0,0,129,0,0,69,0,38,not VIP
92,0,0,0,226,0,0,10,0,16,not VIP
116,1,0,0,265,0,8,776,0,23,not VIP
35,0,0,0,122,0,0,532,0,11,not VIP
308,0,0,0,4602,2,0,761,0,46,not VIP
732,1,792,2,6569,2,0,2374,2,10,not VIP
46,0,23,0,173,0,0,26,0,14,not VIP
139,1,0,0,273,0,0,382,0,4,not VIP
126,0,0,0,618,0,0,1989,0,13,not VIP
116,1,0,0,277,0,0,3,0,4,not VIP
142,0,0,0,1659,2,0,450,0,18,not VIP
6,0,0,0,137,0,0,67,0,1,not VIP
116,1,1582,4,379,0,951,3,1,20,not VIP
189,0,87,0,322,0,0,36,0,45,not VIP
12,0,0,0,79,0,0,30,0,5,not VIP
23,0,0,0,29,0,0,171,0,11,not VIP
103,0,89,0,103,0,0,3,0,6,not VIP
121,1,401,1,461,0,0,10,1,13,not VIP
24,0,0,0,132,0,0,94,0,143,not VIP
97,0,0,0,236,0,0,216,0,104,not VIP
86,0,0,0,168,0,0,161,0,79,not VIP
46,0,0,0,64,0,0,208,0,114,not VIP
1249,5,461,1,9159,3,0,12225,2,34,not VIP
34,0,1034,3,30665,5,263,2077,2,55,not VIP
26,0,35,0,91,0,0,329,0,31,not VIP
83,0,121,0,626,0,5,458,0,215,not VIP
116,0,93,0,622,0,0,2587,0,17,not VIP
52,0,0,0,446,0,0,378,0,10,not VIP
326,0,565,1,5255,3,0,7502,1,29,not VIP
52,0,0,0,11461,2,1031,244,1,16,not VIP
113,1,0,0,113,0,0,1,0,1,not VIP
238,1,0,0,818,0,0,284,0,51,not VIP
99,0,0,0,275,0,0,1044,0,10,not VIP
91,0,40,0,233,0,0,1113,0,10,not VIP
167,1,0,0,677,1,0,117,0,2,not VIP
105,1,0,0,242,0,0,44,0,4,not VIP
100,0,0,0,486,0,0,1737,0,31,not VIP
177,0,0,0,1355,0,168,1239,0,33,not VIP
338,0,0,0,1234,0,0,4887,0,39,not VIP
109,0,58,0,771,0,0,282,0,29,not VIP
28,0,0,0,48,0,0,108,0,110,not VIP
378,1,1145,3,8495,5,157,13750,3,84,not VIP
116,1,177,1,376,0,3,23,0,12,not VIP
35,0,69,0,444,0,0,3131,0,20,not VIP
26,0,0,0,317,0,0,94,0,16,not VIP
52,0,0,0,285,0,0,604,0,40,not VIP
92,0,0,0,839,1,0,1749,0,8,not VIP
86,0,0,0,337,0,0,52,0,9,not VIP
23,0,0,0,36,0,0,103,0,28,not VIP
276,0,136,0,4950,7,80,3128,0,88,not VIP
2148,5,534,2,51852,8,256,1983,5,60,VIP
115,1,0,0,114,0,0,2,0,3,not VIP
115,1,348,1,5707,2,296,470,0,11,not VIP
115,1,0,0,396,0,0,2,1,5,not VIP
176,0,0,0,1153,0,0,593,0,86,not VIP
115,1,0,0,349,0,0,3,1,3,not VIP
115,1,1,1,309,0,0,127,0,2,not VIP
40,0,0,0,144,0,0,199,0,152,not VIP
115,1,314,1,464,0,0,6,0,16,not VIP
9,0,0,0,11,0,1,47,0,186,not VIP
283,0,0,0,1389,1,0,2770,0,41,not VIP
619,3,0,0,1412,0,0,1365,0,72,not VIP
115,1,520,2,153,0,457,108,0,11,not VIP
115,1,0,0,115,0,0,1,0,1,not VIP
115,1,0,0,2691,2,17,74,1,14,not VIP
59,0,23,0,159,0,0,60,0,17,not VIP
171,0,68,0,916,0,57,222,0,108,not VIP
148,1,172,1,4896,2,1,558,0,43,not VIP
114,0,0,0,365,0,0,806,0,37,not VIP
1235,5,452,1,5343,4,535,1328,4,57,not VIP
11,0,0,0,18,0,0,174,0,1,not VIP
947,2,229,1,35213,3,1152,1260,3,33,not VIP
50,0,0,0,841,1,1,1177,0,289,not VIP
115,1,0,0,115,0,0,1,0,9,not VIP
105,0,0,0,528,0,0,93,0,17,not VIP
68,0,0,0,420,0,0,3839,0,17,not VIP
123,1,0,0,123,0,0,2,0,14,not VIP
102,0,125,0,1174,1,0,1708,0,10,not VIP
10,0,0,0,10,0,0,2,0,1,not VIP
114,1,352,1,167,0,353,16,0,15,not VIP
99,0,0,0,3682,2,0,2006,1,33,not VIP
68,0,0,0,554,0,3,222,0,29,not VIP
103,1,0,0,110,0,5,19,0,15,not VIP
11,0,0,0,19,0,0,40,0,3,not VIP
578,2,91,0,6812,4,0,709,0,86,not VIP
302,2,0,0,2913,1,0,675,0,8,not VIP
219,0,171,1,1394,0,66,2680,0,25,not VIP
114,0,170,1,1406,0,0,433,0,73,not VIP
113,0,0,0,369,0,0,165,0,45,not VIP
