dep_amt ,dep_days_greater100e,wth_amt ,wth_days_greatter100e,stake_amt,stake_days_greater500e,paid_bonus,no_bets,abs_ggr_days_greater200e,no_logins,vip
789,3,0,0,25173,7,457,2643,1,85,not VIP
1334,5,522,3,7984,7,0,100,3,196,not VIP
290,1,0,0,794,0,0,448,0,24,not VIP
171,0,57,0,2475,2,0,1292,0,44,not VIP
171,0,0,0,603,0,23,23,0,17,not VIP
110,1,0,0,1426,1,0,179,0,9,not VIP
486,2,0,0,2249,2,0,3001,1,13,not VIP
114,1,0,0,123,0,5,6,0,6,not VIP
11,0,0,0,84,0,0,104,0,27,not VIP
114,1,372,1,337,0,256,53,0,9,not VIP
1056,3,1528,2,2367,1,0,11,5,16,not VIP
269,0,69,0,6872,5,0,1043,0,36,not VIP
148,1,0,0,252,0,0,22,0,15,not VIP
142,1,45,0,1180,1,0,626,0,46,not VIP
152,0,114,1,1424,0,0,5453,0,35,not VIP
25,0,0,0,0,0,0,0,0,2,not VIP
314,2,0,0,4029,2,0,3536,0,17,not VIP
59,0,0,0,30,0,0,41,0,22,not VIP
177,1,0,0,1809,1,0,11972,0,18,not VIP
993,2,0,0,3777,3,0,3414,3,184,not VIP
976,2,0,0,3077,3,0,2842,2,159,not VIP
1579,6,0,0,16267,7,62,5971,4,106,not VIP
114,1,570,1,6516,2,0,384,2,31,not VIP
137,0,0,0,319,0,0,216,0,31,not VIP
380,1,0,0,922,0,0,56,0,55,not VIP
34,0,0,0,110,0,0,367,0,133,not VIP
80,0,0,0,405,0,0,137,0,41,not VIP
230,2,0,0,1264,0,127,247,0,39,not VIP
126,1,613,1,127,0,619,4,0,17,not VIP
126,1,0,0,282,0,0,56,0,28,not VIP
177,1,29,0,635,0,75,361,0,66,not VIP
114,1,0,0,252,0,0,380,0,28,not VIP
62,0,227,1,2429,2,0,5965,2,27,not VIP
103,0,0,0,1641,0,9,1239,0,68,not VIP
57,0,0,0,57,0,0,1,0,4,not VIP
148,0,0,0,397,0,0,192,0,10,not VIP
375,2,295,1,1045,1,0,32,0,16,not VIP
222,0,0,0,1421,0,0,528,0,291,not VIP
114,1,0,0,536,0,0,4,2,6,not VIP
23,0,0,0,51,0,0,142,0,15,not VIP
58,0,0,0,480,0,0,162,0,503,not VIP
245,1,0,0,1522,1,0,18,1,70,not VIP
114,1,340,1,10755,3,0,250,2,20,not VIP
23,0,0,0,47,0,0,35,0,17,not VIP
66,0,0,0,832,1,0,370,0,14,not VIP
79,0,91,0,826,0,0,332,0,81,not VIP
375,1,0,0,2380,1,0,157,1,9,not VIP
92,0,0,0,92,0,0,6,0,17,not VIP
114,1,0,0,114,0,0,1,0,2,not VIP
25,0,0,0,42,0,0,18,0,33,not VIP
182,0,336,1,2165,2,319,789,0,24,not VIP
50,0,56,0,280,0,0,52,0,74,not VIP
806,2,0,0,2546,3,0,1014,1,17,not VIP
172,1,0,0,2724,1,49,172,0,34,not VIP
125,0,0,0,3803,2,34,621,0,22,not VIP
272,0,170,1,2916,3,186,826,0,127,not VIP
215,0,114,1,5075,5,0,63852,1,43,not VIP
102,0,153,1,132,0,51,5,0,18,not VIP
102,0,0,0,999,1,0,1122,0,8,not VIP
496,2,0,0,4541,3,0,277,2,17,VIP
261,2,0,0,375,0,0,92,0,15,not VIP
181,1,0,0,1712,1,0,86,1,26,not VIP
8,0,0,0,8,0,0,12,0,3,not VIP
22,0,0,0,67,0,0,150,0,13,not VIP
11,0,0,0,39,0,0,9,0,1,not VIP
113,1,210,1,410,0,0,15,0,15,not VIP
113,1,0,0,113,0,0,1,0,6,not VIP
113,1,0,0,113,0,0,1,0,3,not VIP
167,1,0,0,167,0,0,3,0,2,not VIP
57,0,0,0,180,0,15,53,0,24,not VIP
33,0,0,0,375,0,0,294,0,163,not VIP
737,1,0,0,2799,1,0,9144,1,23,not VIP
57,0,0,0,51,0,0,131,0,64,not VIP
352,0,0,0,4327,4,95,1066,0,180,not VIP
57,0,0,0,241,0,0,3,0,4,not VIP
113,1,182,1,2903,2,4,431,0,20,not VIP
23,0,0,0,53,0,0,18,0,4,not VIP
113,1,397,1,113,0,0,1,1,6,not VIP
113,1,170,1,164,0,23,3,0,5,not VIP
108,0,0,0,612,1,0,46,0,9,not VIP
74,0,0,0,214,0,0,110,0,17,not VIP
162,0,237,1,3558,2,35,3470,0,35,not VIP
164,1,0,0,1367,1,937,433,1,8,not VIP
62,0,0,0,315,0,0,1564,0,4,not VIP
20,0,0,0,35,0,0,298,0,2,not VIP
165,1,0,0,1713,1,0,2453,0,9,not VIP
142,1,0,0,796,0,22,232,0,16,not VIP
6,0,0,0,6,0,0,1,0,3,not VIP
108,0,670,2,8101,2,647,7517,0,26,not VIP
113,1,0,0,125,0,23,2,0,5,not VIP
85,0,0,0,183,0,0,156,0,48,not VIP
113,1,0,0,303,0,0,16,0,6,not VIP
322,1,0,0,619,0,0,29,1,16,not VIP
34,0,0,0,145,0,0,665,0,462,not VIP
55,0,0,0,88,0,0,243,0,192,not VIP
51,0,0,0,409,0,0,237,0,7,not VIP
114,0,0,0,2955,2,77,6277,0,22,not VIP
136,1,227,1,941,1,244,53,0,22,not VIP
113,1,0,0,113,0,0,1,0,1,not VIP
745,3,1,2,6789,4,0,462,2,83,not VIP
17,0,0,0,12,0,0,21,0,61,not VIP
136,1,0,0,1166,1,0,153,0,38,not VIP
41,0,53,0,55,0,0,5,0,13,not VIP
20,0,0,0,63,0,0,634,0,2,not VIP
119,0,0,0,924,1,0,189,0,3,not VIP
113,1,0,0,113,0,0,1,0,3,not VIP
21,0,0,0,25,0,0,40,0,87,not VIP
11,0,0,0,122,0,0,92,0,32,not VIP
25,0,0,0,121,0,0,226,0,38,not VIP
422,3,1087,2,2168,1,713,41,3,60,not VIP
117,1,0,0,121,0,1,5,0,18,not VIP
113,0,0,0,246,0,0,180,0,2,VIP
135,0,136,0,1095,0,0,185,0,97,not VIP
741,2,85,0,8050,3,0,298,1,35,not VIP
19,0,0,0,67,0,0,267,0,7,not VIP
114,1,0,0,277,0,0,22,0,5,not VIP
227,1,0,0,1190,1,0,278,1,15,not VIP
1230,3,1436,2,14151,3,0,537,3,92,not VIP
62,0,68,0,298,0,47,244,0,68,not VIP
3902,10,2670,5,39899,11,0,40897,8,192,VIP
2084,6,0,0,3818,2,114,99,4,79,VIP
6,0,0,0,43,0,0,16,0,34,not VIP
34,0,0,0,73,0,0,89,0,12,not VIP
114,1,0,0,114,0,0,1,0,1,not VIP
42,0,0,0,87,0,0,42,0,81,not VIP
51,0,0,0,297,0,0,454,0,80,not VIP
1053,2,995,6,17540,4,0,855,2,134,not VIP
114,1,0,0,388,0,0,61,0,23,not VIP
15,0,0,0,15,0,0,19,0,4,not VIP
10,0,0,0,9,0,0,37,0,33,not VIP
23,0,69,0,345,0,0,47,0,48,not VIP
67,0,31,0,163,0,1,13,0,5,not VIP
312,1,4,1,2181,2,0,38,4,19,not VIP
114,1,210,1,113,0,0,1,0,8,not VIP
45,0,0,0,132,0,0,80,0,24,not VIP
148,0,136,1,236,0,0,532,0,12,not VIP
45,0,45,0,717,1,0,4451,0,28,not VIP
34,0,11,0,1022,0,0,196,0,55,not VIP
43,0,0,0,52,0,0,129,0,22,not VIP
115,0,0,0,661,1,0,139,0,21,not VIP
152,1,433,1,331,0,227,64,0,13,not VIP
81,0,0,0,283,0,0,1404,0,33,not VIP
182,0,57,0,619,0,0,147,0,44,not VIP
57,0,115,1,126,0,0,7,0,11,not VIP
23,0,0,0,195,0,0,839,0,145,not VIP
114,0,408,1,1794,0,28,79,0,144,not VIP
17,0,0,0,144,0,0,327,0,25,not VIP
68,0,114,1,368,0,2,61,0,60,not VIP
34,0,0,0,220,0,0,953,0,41,not VIP
113,1,0,0,2246,1,0,312,0,9,not VIP
498,1,0,0,1615,1,0,6117,1,13,not VIP
344,0,57,0,1363,0,0,244,0,40,not VIP
34,0,0,0,343,0,0,382,0,30,not VIP
509,2,0,0,8253,2,0,298,1,28,not VIP
113,1,0,0,337,0,0,3,1,6,not VIP
3700,6,2288,2,46955,8,1090,1740,7,83,VIP
113,1,267,1,113,0,0,2,0,8,not VIP
51,0,28,0,549,0,0,146,0,8,not VIP
486,1,100,0,2756,1,0,3047,0,56,not VIP
80,0,57,0,1299,1,1,120,0,41,not VIP
74,0,4,1,23019,2,1020,975,1,152,not VIP
247,1,0,0,1459,1,0,4236,0,17,not VIP
665,2,359,2,6633,6,0,18338,2,89,not VIP
113,1,0,0,114,0,0,1,0,5,not VIP
92,0,97,0,678,1,0,3422,0,16,not VIP
113,1,0,0,5178,2,562,96,1,9,not VIP
76,0,50,0,1185,1,0,8197,0,22,not VIP
76,0,74,0,599,0,0,7997,0,57,not VIP
19,0,0,0,80,0,0,727,0,4,not VIP
363,1,284,1,2666,3,0,1616,2,22,not VIP
114,1,0,0,570,0,0,24,0,13,not VIP
193,1,425,1,2342,3,201,384,1,17,not VIP
99,0,34,0,1586,2,3,6628,0,12,not VIP
101,0,0,0,8640,1,296,634,1,60,not VIP
357,0,177,0,2951,0,20,21676,0,49,not VIP
67,0,0,0,386,0,0,159,0,270,not VIP
114,1,0,0,114,0,0,1,0,2,not VIP
267,0,0,0,1446,1,0,1871,0,23,not VIP
91,0,68,0,663,0,0,174,0,21,not VIP
74,0,125,0,726,0,45,1056,0,74,not VIP
111,0,356,1,228,0,73,14,1,7,not VIP
114,1,279,1,335,0,29,39,0,16,not VIP
142,0,140,0,1838,0,138,6163,0,65,not VIP
300,1,0,0,1155,0,0,5201,0,29,not VIP
177,1,0,0,1755,2,0,4966,0,20,not VIP
329,1,539,1,15163,3,0,230,3,59,not VIP
68,0,0,0,472,0,0,539,0,37,not VIP
24,0,0,0,58,0,0,30,0,93,not VIP
45,0,0,0,116,0,0,699,0,14,not VIP
158,0,0,0,751,0,0,290,0,118,not VIP
114,1,0,0,114,0,0,1,0,1,not VIP
74,0,29,0,444,0,0,2448,0,28,not VIP
125,1,101,1,813,1,0,2108,0,5,not VIP
34,0,28,0,400,0,0,92,0,31,not VIP
678,3,59,0,3555,2,98,275,2,55,not VIP
184,1,0,0,757,0,0,374,0,22,not VIP
43,0,0,0,227,0,0,280,0,192,not VIP
114,1,231,1,114,0,23,1,0,3,not VIP
910,4,603,1,17801,5,17,18345,3,53,not VIP
53,0,0,0,128,0,0,6,0,2,not VIP
183,0,0,0,2099,2,0,6683,0,30,not VIP
467,2,939,1,28365,8,0,8138,4,129,VIP
62,0,345,2,2393,1,0,2666,1,52,not VIP
114,1,0,0,953,1,0,5,2,9,not VIP
221,0,113,1,663,0,0,58,0,66,not VIP
847,2,77,0,5111,2,0,2554,2,28,not VIP
34,0,23,0,481,0,0,4792,0,8,not VIP
114,1,0,0,113,0,0,1,0,4,not VIP
114,1,387,2,118,0,389,4,0,14,not VIP
46,0,0,0,148,0,0,813,0,105,not VIP
311,0,159,1,1096,0,174,401,0,182,not VIP
126,0,57,0,1634,1,0,2837,0,31,not VIP
113,1,293,1,151,0,0,2,1,6,not VIP
110,1,0,0,1664,1,0,45,0,4,not VIP
63,0,79,0,538,0,0,4558,0,20,not VIP
114,1,568,1,686,1,0,29,1,1,not VIP
156,0,80,0,1781,1,0,2762,0,30,not VIP
454,2,0,0,1111,1,0,5,1,8,VIP
54,0,0,0,54,0,0,1,0,2,not VIP
2185,6,1379,4,34313,9,197,1639,5,96,VIP
230,1,0,0,230,0,0,4,0,5,not VIP
35,0,91,0,820,0,0,363,0,26,not VIP
68,0,0,0,252,0,0,492,0,119,not VIP
153,0,0,0,426,0,0,1892,0,140,not VIP
43,0,0,0,41,0,0,163,0,136,not VIP
11,0,0,0,59,0,0,12,0,2,not VIP
35,0,0,0,84,0,0,90,0,95,not VIP
129,1,0,0,128,0,0,5,0,13,not VIP
619,3,93,0,6712,4,0,153,2,53,not VIP
160,0,59,0,2596,2,0,766,0,63,not VIP
69,0,0,0,202,0,0,218,0,17,not VIP
17,0,0,0,50,0,0,45,0,18,not VIP
34,0,0,0,259,0,0,583,0,28,not VIP
102,0,46,0,254,0,0,96,0,13,not VIP
379,0,643,2,4864,2,766,359,2,202,VIP
947,3,596,2,15282,8,0,6304,3,168,not VIP
6,0,0,0,6,0,0,3,0,5,not VIP
304,1,311,1,2291,2,0,5094,1,26,not VIP
209,0,267,2,3983,3,559,15389,1,37,not VIP
85,0,0,0,3936,2,0,10902,2,14,not VIP
23,0,0,0,51,0,0,132,0,2,not VIP
57,0,0,0,555,0,0,651,0,92,not VIP
91,0,113,1,1082,1,0,246,0,11,not VIP
23,0,0,0,47,0,0,164,0,1,not VIP
496,2,273,0,789,0,0,74,0,60,not VIP
34,0,0,0,448,0,42,408,0,130,not VIP
113,1,687,2,729,0,536,18,2,36,not VIP
40,0,0,0,795,1,78,849,0,38,not VIP
125,0,17,0,2072,1,93,80,0,24,not VIP
970,3,108,1,4320,3,0,225,1,92,not VIP
62,0,0,0,409,0,0,3535,0,8,not VIP
137,0,0,0,462,0,0,147,0,20,not VIP
111,1,188,1,1111,1,106,37,0,11,not VIP
1359,3,604,2,20017,7,0,3606,3,283,not VIP
173,0,0,0,1737,0,5,2213,0,72,not VIP
274,0,0,0,1858,2,0,5221,0,78,not VIP
113,1,233,1,593,0,86,83,0,21,not VIP
217,0,306,1,1707,1,0,6172,0,44,not VIP
173,0,1135,2,6927,3,1560,658,1,108,not VIP
69,0,284,1,144,0,40,15,0,7,not VIP
113,1,113,1,124,0,0,4,0,10,not VIP
204,1,0,0,1477,1,0,1762,1,6,not VIP
113,1,535,2,295,0,558,109,0,10,not VIP
203,1,0,0,1263,0,75,108,1,39,not VIP
68,0,0,0,138,0,0,171,0,51,not VIP
148,0,0,0,510,0,0,205,0,28,not VIP
107,0,159,1,752,0,0,238,0,58,not VIP
439,3,259,1,878,0,0,24,0,32,not VIP
124,0,15,0,1144,1,0,11849,0,39,not VIP
170,0,0,0,3796,2,0,1076,0,37,not VIP
857,3,0,0,7893,6,0,1157,2,100,not VIP
68,0,0,0,1858,1,0,6847,0,12,not VIP
34,0,46,0,125,0,0,993,0,9,not VIP
23,0,0,0,189,0,1,92,0,8,not VIP
17,0,0,0,20,0,0,134,0,58,not VIP
400,2,0,0,4189,1,0,2229,1,12,not VIP
169,0,93,0,580,0,0,261,0,51,not VIP
6,0,57,0,116,0,0,17,0,3,not VIP
244,1,0,0,881,1,0,57,0,7,not VIP
245,1,0,0,954,1,0,1426,0,4,not VIP
46,0,0,0,152,0,0,164,0,28,not VIP
67,0,0,0,161,0,0,441,0,117,not VIP
11,0,0,0,2797,2,89,13013,0,47,not VIP
46,0,0,0,225,0,0,409,0,30,not VIP
57,0,79,0,1373,1,0,388,0,38,not VIP
113,1,0,0,113,0,0,1,0,1,not VIP
113,1,0,0,113,0,0,1,0,3,not VIP
104,0,0,0,626,0,46,97,0,41,not VIP
204,0,91,0,2249,1,0,10551,0,212,not VIP
565,5,114,1,1929,2,0,74,0,31,not VIP
28,0,57,0,271,0,13,163,0,9,not VIP
57,0,0,0,57,0,0,1,0,1,not VIP
113,1,0,0,1337,1,0,16,0,3,not VIP
113,1,0,0,113,0,0,1,0,1,not VIP
91,0,57,0,960,1,0,361,0,21,not VIP
59,0,0,0,59,0,0,1,0,1,not VIP
41,0,0,0,101,0,0,47,0,102,not VIP
161,0,0,0,3134,2,2,247,0,51,not VIP
159,1,565,1,8225,3,0,4947,0,45,not VIP
387,0,0,0,3654,3,23,267,0,30,not VIP
114,0,0,0,1754,1,0,5672,0,38,not VIP
113,1,0,0,113,0,0,1,0,1,not VIP
206,0,0,0,1867,1,0,2378,0,42,not VIP
272,0,199,1,1744,1,0,71,0,62,not VIP
873,5,0,0,2494,2,0,381,1,23,not VIP
113,1,269,1,335,0,0,16,0,13,not VIP
227,1,228,1,329,0,0,16,0,8,not VIP
29,0,0,0,29,0,0,3,0,10,not VIP
108,0,103,0,936,1,1,329,0,41,not VIP
3443,4,1711,3,10574,6,0,92,3,67,VIP
91,0,114,1,785,1,0,4247,0,27,not VIP
322,2,0,0,840,1,0,75,1,3,not VIP
170,1,0,0,399,0,0,24,0,1,not VIP
11,0,0,0,38,0,0,105,0,3,not VIP
148,1,1136,2,4129,2,1370,1165,1,37,not VIP
525,1,598,1,1022,1,21,159,0,33,VIP
102,0,0,0,909,1,0,6244,0,33,not VIP
134,0,137,1,2637,2,0,1135,0,39,not VIP
274,2,365,2,1631,2,0,8469,0,21,not VIP
43,0,0,0,235,0,0,290,0,291,not VIP
14,0,0,0,166,0,0,241,0,9,not VIP
114,1,0,0,114,0,0,1,0,2,not VIP
324,1,562,1,16289,4,1380,456,4,33,not VIP
23,0,0,0,130,0,0,302,0,149,not VIP
103,0,229,2,1529,0,4,12269,0,115,not VIP
172,1,0,0,648,0,0,272,0,15,not VIP
31,0,51,0,31,0,0,2,0,6,not VIP
201,1,378,2,1890,1,132,2137,1,48,not VIP
168,0,80,1,980,0,0,97,0,22,not VIP
228,1,550,1,1025,0,0,4,1,15,not VIP
162,0,104,0,1174,0,0,14583,0,28,not VIP
57,0,0,0,57,0,0,1,0,1,not VIP
1892,7,1929,6,10023,7,0,8920,0,87,not VIP
708,2,0,0,2803,1,0,221,1,4,VIP
453,2,402,1,910,0,0,23,1,21,not VIP
78,0,195,1,182,0,120,28,0,6,not VIP
114,1,0,0,240,0,0,116,0,1,not VIP
23,0,0,0,67,0,0,285,0,9,not VIP
59,0,45,0,530,0,0,162,0,12,not VIP
114,1,0,0,402,0,0,1042,0,1,not VIP
115,1,0,0,115,0,0,1,0,2,not VIP
559,2,144,1,3771,3,0,235,0,100,not VIP
29,0,0,0,1059,0,5,10555,0,43,not VIP
306,1,0,0,946,1,34,1347,0,11,not VIP
97,0,82,0,845,0,0,167,0,160,not VIP
363,1,92,0,1638,0,0,555,0,52,not VIP
81,0,0,0,181,0,0,72,0,272,not VIP
136,0,0,0,486,0,0,357,0,171,not VIP
205,1,0,0,1598,1,0,413,0,5,not VIP
372,1,314,1,3358,2,0,9888,1,24,not VIP
59,0,0,0,86,0,0,6,0,8,not VIP
137,1,291,1,416,0,0,22,0,62,not VIP
229,2,158,1,612,0,10,178,0,33,not VIP
78,0,112,1,972,0,0,99,0,67,not VIP
85,0,0,0,72,0,0,48,0,31,not VIP
115,1,0,0,1081,1,0,180,0,36,not VIP
63,0,0,0,80,0,0,93,0,7,not VIP
103,0,0,0,183,0,0,8,0,20,not VIP
46,0,40,0,236,0,5,615,0,80,not VIP
69,0,0,0,272,0,0,140,0,84,not VIP
114,1,426,1,118,0,0,3,1,11,not VIP
246,0,212,0,760,0,1,212,0,142,not VIP
9,0,0,0,20,0,0,17,0,20,not VIP
20,0,0,0,20,0,0,1,0,1,not VIP
11,0,0,0,11,0,0,10,0,1,not VIP
114,0,0,0,489,0,0,310,0,70,not VIP
508,1,0,0,1713,1,0,87,1,18,not VIP
29,0,0,0,235,0,0,77,0,1,not VIP
21,0,0,0,89,0,0,92,0,12,not VIP
58,0,0,0,531,0,0,8733,0,36,not VIP
211,0,261,0,2318,2,0,2277,0,88,not VIP
138,1,2283,3,4604,2,854,3442,2,42,not VIP
82,0,45,0,451,0,0,167,0,25,not VIP
86,0,103,0,110,0,0,61,0,127,not VIP
207,0,45,0,836,0,0,419,0,88,not VIP
119,0,198,1,795,0,4,279,0,113,not VIP
1263,5,198,1,18394,5,13,602,2,59,VIP
284,2,20,0,1554,1,0,114,0,10,not VIP
23,0,0,0,27,0,0,26,0,55,not VIP
369,1,359,1,1413,0,0,209,0,50,not VIP
247,1,169,1,1924,2,0,152,0,10,not VIP
301,0,338,1,1804,1,0,87,1,53,not VIP
277,1,582,1,227,0,0,447,1,6,not VIP
115,1,579,1,998,0,294,109,0,11,not VIP
157,1,0,0,1034,1,0,189,0,9,not VIP
29,0,0,0,164,0,0,34,0,5,not VIP
57,0,123,1,57,0,0,4,0,8,not VIP
513,4,0,0,4056,3,8,12178,0,30,not VIP
8,0,21,0,243,0,0,52,0,4,not VIP
136,0,12,0,327,0,0,43,0,103,not VIP
26,0,0,0,139,0,0,134,0,35,not VIP
688,1,0,0,1255,1,0,11,1,1,not VIP
12,0,0,0,197,0,0,145,0,9,not VIP
344,2,0,0,1201,0,0,198,0,15,not VIP
45,0,56,0,1038,0,92,81,0,26,not VIP
115,1,0,0,1596,1,0,493,0,5,not VIP
115,1,0,0,142,0,0,12,0,1,not VIP
29,0,98,0,129,0,0,207,0,6,not VIP
230,2,0,0,1714,1,0,20,1,16,not VIP
52,0,0,0,181,0,0,579,0,44,not VIP
105,0,0,0,110,0,0,15,0,21,not VIP
421,2,79,0,1857,0,0,442,0,250,VIP
174,0,1,1,4249,2,11,432,1,29,not VIP
114,0,150,0,482,0,0,208,0,79,not VIP
115,1,0,0,115,0,0,12,0,12,not VIP
199,1,206,1,3796,2,0,2351,0,48,not VIP
115,1,586,1,143,0,603,8,0,20,not VIP
11,0,0,0,117,0,0,129,0,77,not VIP
103,0,0,0,253,0,0,399,0,25,not VIP
158,0,0,0,1631,1,0,13218,0,57,not VIP
117,0,0,0,1468,1,153,4063,0,58,not VIP
336,1,394,1,1221,0,0,67,0,62,not VIP
34,0,0,0,63,0,0,306,0,6,not VIP
688,2,468,1,6428,5,623,11032,1,40,not VIP
2374,6,160,1,19588,7,35,2123,5,32,VIP
115,1,587,1,2544,2,1013,949,1,14,not VIP
46,0,0,0,204,0,48,121,0,36,not VIP
35,0,0,0,87,0,0,90,0,7,not VIP
153,1,184,1,462,0,0,48,0,12,not VIP
1043,5,297,2,14072,6,0,1727,3,133,not VIP
102,0,515,1,325,0,526,17,0,36,not VIP
116,0,70,0,362,0,0,27,0,15,not VIP
88,0,0,0,98,0,0,155,0,75,not VIP
136,0,130,0,845,0,64,403,0,55,not VIP
43,0,0,0,231,0,0,922,0,110,not VIP
1678,5,849,3,6864,4,0,252,2,81,not VIP
17,0,0,0,89,0,0,16,0,1,not VIP
158,1,28,0,1404,1,0,4345,0,27,not VIP
253,1,0,0,609,1,0,17,1,5,not VIP
225,0,0,0,852,0,0,498,0,93,not VIP
714,2,284,1,7843,4,0,1026,1,48,VIP
104,0,28,0,105,0,0,17,0,8,not VIP
115,1,0,0,296,0,0,366,0,1,not VIP
115,1,0,0,115,0,0,1,0,1,not VIP
266,0,0,0,1797,2,0,4576,0,20,not VIP
63,0,0,0,251,0,0,649,0,31,not VIP
35,0,0,0,357,0,0,91,0,8,not VIP
102,0,0,0,598,1,0,34,0,5,not VIP
8,0,0,0,21,0,0,326,0,3,not VIP
326,1,57,0,680,0,0,138,0,164,not VIP
938,1,0,0,1904,1,0,8,1,1,VIP
8,0,0,0,52,0,0,59,0,86,not VIP
55,0,0,0,73,0,0,11,0,27,not VIP
112,0,0,0,666,0,0,574,0,16,not VIP
260,1,435,2,559,0,170,69,0,23,not VIP
18,0,0,0,139,0,0,223,0,554,not VIP
1504,2,425,3,4331,3,0,329,1,29,not VIP
12,0,0,0,0,0,0,4,0,22,not VIP
12,0,0,0,0,0,0,0,0,1,not VIP
225,1,0,0,225,0,0,1,1,3,not VIP
31,0,0,0,232,0,0,367,0,109,not VIP
176,1,0,0,271,0,0,5,0,12,not VIP
416,1,134,1,2414,2,6,4139,1,35,not VIP
640,4,391,1,3581,2,5,172,2,195,not VIP
304,2,29,0,3721,2,0,12656,0,68,not VIP
117,1,508,1,132,0,98,85,1,16,not VIP
117,1,234,1,903,1,294,44,0,17,not VIP
23,0,0,0,11,0,0,9,0,6,not VIP
8,0,0,0,18,0,0,156,0,1,not VIP
12,0,0,0,43,0,0,88,0,118,not VIP
230,0,0,0,2416,2,0,144,0,18,not VIP
102,0,0,0,33,0,0,159,0,12,not VIP
189,0,0,0,1822,2,0,1940,0,25,not VIP
59,0,0,0,59,0,0,2,0,9,not VIP
59,0,220,1,173,0,0,2,0,5,not VIP
11,0,0,0,70,0,0,46,0,33,not VIP
29,0,0,0,185,0,1,38,0,51,not VIP
479,2,568,1,20594,2,0,1366,2,23,not VIP
117,1,558,2,1715,2,0,63,0,14,not VIP
234,1,0,0,4025,2,0,439,0,16,not VIP
74,0,170,1,2098,2,0,5068,0,47,not VIP
117,1,0,0,199,0,0,15,0,1,not VIP
172,0,0,0,666,0,0,1250,0,28,not VIP
555,2,134,0,2768,2,0,10746,0,71,not VIP
151,0,0,0,612,0,0,438,0,105,not VIP
40,0,0,0,132,0,0,208,0,23,not VIP
1053,1,101,1,70828,2,0,114,2,27,VIP
59,0,0,0,132,0,6,10,0,12,not VIP
12,0,0,0,24,0,0,172,0,103,not VIP
234,1,0,0,2886,1,0,19,1,21,not VIP
33,0,0,0,46,0,0,16,0,7,not VIP
146,0,67,0,1033,0,0,397,0,84,not VIP
170,1,179,1,4176,4,75,111,0,30,not VIP
105,0,0,0,442,0,0,471,0,15,not VIP
176,1,0,0,592,1,0,386,0,3,not VIP
617,2,0,0,40093,3,331,918,2,17,not VIP
44,0,0,0,591,0,0,185,0,230,not VIP
23,0,46,0,47,0,0,13,0,31,not VIP
117,1,211,1,372,0,23,6,0,10,not VIP
159,0,113,1,869,0,0,735,0,104,not VIP
70,0,0,0,248,0,0,2745,0,9,not VIP
162,1,0,0,260,0,0,13,0,20,not VIP
140,0,23,0,513,0,0,2114,0,23,not VIP
237,0,0,0,1148,1,0,200,0,34,not VIP
146,1,0,0,159,0,0,82,0,104,not VIP
17,0,0,0,0,0,0,0,0,2,not VIP
45,0,0,0,3475,2,2,8302,0,35,not VIP
157,0,0,1,1361,1,0,4011,0,11,not VIP
23,0,0,0,29,0,0,37,0,3,not VIP
140,0,0,0,526,0,0,493,0,76,not VIP
191,0,468,1,566,0,445,224,0,37,not VIP
1078,3,0,0,2330,2,0,175,2,59,not VIP
134,0,391,1,1191,0,0,456,0,67,not VIP
46,0,0,0,124,0,0,238,0,78,not VIP
132,0,0,0,551,0,0,549,0,78,not VIP
34,0,0,0,41,0,0,27,0,59,not VIP
117,0,0,0,1626,2,0,6487,0,10,not VIP
113,1,0,0,1116,0,0,237,0,34,not VIP
40,0,17,0,495,0,0,342,0,26,not VIP
102,0,0,0,530,0,0,358,0,54,not VIP
43,0,0,0,149,0,6,316,0,81,not VIP
11,0,0,0,11,0,0,1,0,5,not VIP
236,1,0,0,3023,2,0,43,1,17,not VIP
62,0,47,0,799,1,0,5109,0,22,not VIP
140,1,0,0,349,0,0,114,0,3,not VIP
437,2,222,1,1893,2,0,9664,0,29,not VIP
113,1,113,1,337,0,0,4,2,6,not VIP
105,0,0,0,318,0,0,67,0,50,not VIP
493,2,0,0,1702,1,6,206,0,37,not VIP
11,0,0,0,35,0,0,28,0,9,not VIP
126,0,0,0,7913,4,0,1089,0,59,not VIP
57,0,69,0,177,0,0,33,0,79,not VIP
327,1,0,0,2447,2,0,269,0,20,not VIP
152,1,0,0,343,0,0,15,0,10,not VIP
127,0,0,0,1071,1,0,597,0,17,not VIP
117,1,0,0,117,0,0,1,0,4,not VIP
12,0,0,0,14,0,0,11,0,9,not VIP
198,0,785,2,1896,1,0,116,2,28,not VIP
330,3,0,0,1289,1,0,47,0,20,not VIP
59,0,0,0,59,0,0,1,0,1,not VIP
81,0,167,1,85,0,0,13,0,10,not VIP
34,0,0,0,223,0,0,465,0,28,not VIP
345,2,338,1,620,1,0,6,0,8,not VIP
35,0,0,0,30,0,0,19,0,109,not VIP
57,0,0,0,93,0,0,42,0,15,not VIP
23,0,0,0,100,0,1,66,0,75,not VIP
64,0,0,0,83,0,8,8,0,13,not VIP
135,1,361,1,135,0,362,7,0,15,not VIP
59,0,0,0,62,0,2,10,0,13,not VIP
59,0,0,0,59,0,0,1,0,2,not VIP
69,0,0,0,5936,2,0,9556,0,18,not VIP
59,0,0,0,138,0,3,47,0,12,not VIP
22,0,0,0,121,0,0,166,0,37,not VIP
